Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Melzer J.,Anderson K.,0.0,0.5,0.5,1.48,2.56,1.56,2.99,2.0,2.0,-0.21999999999999997,0.33110367892976594
Seppi A.,Dolgopolov O.,1.0,0.49,0.51,1.61,2.25,1.68,2.55,2.04,1.96,-0.17647058823529416,0.2313725490196078
Monfils G.,Robert S.,0.0,0.85,0.15,1.28,3.49,1.33,4.03,1.18,6.67,0.11278195488721814,-0.3958020989505247
Benneteau J.,Mayer L.,1.0,0.45,0.55,2.25,1.61,2.46,1.67,2.22,1.82,0.097560975609756,-0.08241758241758249
Giraldo S.,Kohlschreiber P.,0.0,0.27,0.73,2.37,1.56,2.7,1.69,3.7,1.37,-0.27027027027027023,0.18934911242603542
Kubot L.,Lopez F.,1.0,0.33,0.67,2.71,1.44,2.99,1.53,3.03,1.49,-0.013201320132013068,0.026143790849673224
Almagro N.,Troicki V.,0.0,0.61,0.39,1.35,3.06,1.39,3.36,1.64,2.56,-0.1524390243902439,0.23809523809523805
Moya C.,Becker B.,1.0,0.8,0.2,1.63,2.21,1.74,2.4,1.25,5.0,0.28160919540229884,-0.52
Schwank E.,Mathieu P.H.,0.0,0.37,0.63,1.6,2.27,1.67,2.52,2.7,1.59,-0.38148148148148153,0.369047619047619
Cuevas P.,Chela J.I.,1.0,0.66,0.34,2.26,1.61,2.5,1.7,1.52,2.94,0.392,-0.4217687074829932
Petzschner P.,Fognini F.,0.0,0.4,0.6,1.38,2.94,1.45,3.25,2.5,1.67,-0.42000000000000004,0.48615384615384616
Andreev I.,Hanescu V.,1.0,0.6,0.4,1.96,1.78,2.19,1.85,1.67,2.5,0.23744292237442924,-0.25999999999999995
Bellucci T.,Riba P.,0.0,0.78,0.22,1.29,3.44,1.36,3.75,1.28,4.55,0.058823529411764754,-0.17582417582417578
Montanes A.,Gulbis E.,1.0,0.37,0.63,2.53,1.49,2.85,1.54,2.7,1.59,0.05263157894736839,-0.03144654088050317
Baghdatis M.,Chiudinelli M.,0.0,0.73,0.27,1.19,4.47,1.22,5.5,1.37,3.7,-0.1094890510948906,0.3272727272727272
Gimeno-Traver D.,Garcia-Lopez G.,1.0,0.28,0.72,2.6,1.47,2.75,1.57,3.57,1.39,-0.22969187675070024,0.11464968152866252
Wawrinka S.,Granollers M.,0.0,0.75,0.25,1.22,4.05,1.27,5.01,1.33,4.0,-0.04511278195488726,0.20159680638722552
Querrey S.,Munoz-De La Nava D.,1.0,0.73,0.27,1.17,4.78,1.21,5.67,1.37,3.7,-0.1167883211678833,0.3474426807760141
Youzhny M.,Lacko L.,0.0,0.93,0.07,1.12,5.82,1.14,7.2,1.08,14.29,0.05263157894736828,-0.4961511546536039
Rochus C.,Isner J.,1.0,0.18,0.82,3.65,1.27,4.25,1.36,5.56,1.22,-0.23561151079136686,0.10294117647058831
Fish M.,Russell M.,0.0,0.76,0.24,1.59,2.25,1.73,2.54,1.32,4.17,0.23699421965317916,-0.39088729016786566
Becker B.,Federer R.,1.0,0.04,0.96,9.15,1.05,13.15,1.08,25.0,1.04,-0.474,0.03703703703703707
Verdasco F.,Karlovic I.,0.0,0.72,0.28,1.16,4.87,1.2,5.8,1.39,3.57,-0.13669064748201437,0.38448275862068965
Schwank E.,Cilic M.,1.0,0.2,0.8,3.29,1.31,3.55,1.37,5.0,1.25,-0.29000000000000004,0.08759124087591248
Hanescu V.,Munoz-De La Nava D.,0.0,0.81,0.19,1.25,3.73,1.31,4.5,1.23,5.26,0.06106870229007639,-0.14448669201520908
Bellucci T.,Monaco J.,1.0,0.36,0.64,1.9,1.83,2.05,2.03,2.78,1.56,-0.262589928057554,0.23152709359605902
Gulbis E.,Youzhny M.,0.0,0.44,0.56,1.59,2.29,1.67,2.47,2.27,1.79,-0.26431718061674014,0.2753036437246964
Giraldo S.,Isner J.,1.0,0.22,0.78,1.77,1.98,1.87,2.26,4.55,1.28,-0.5890109890109889,0.43362831858407075
Lopez F.,Hernandez O.,0.0,0.72,0.28,1.1,6.17,1.17,7.0,1.39,3.57,-0.15827338129496402,0.49000000000000005
Petzschner P.,Monfils G.,1.0,0.19,0.81,2.78,1.41,3.17,1.46,5.26,1.23,-0.3973384030418251,0.15753424657534246
Wawrinka S.,Mayer L.,0.0,0.72,0.28,1.24,3.87,1.29,4.5,1.39,3.57,-0.07194244604316538,0.2066666666666667
Dolgopolov O.,Nadal R.,1.0,0.06,0.94,14.89,1.01,21.0,1.02,16.67,1.06,0.20619047619047612,-0.03773584905660381
Melzer J.,Fish M.,0.0,0.62,0.38,1.36,3.05,1.4,3.5,1.61,2.63,-0.13043478260869576,0.2485714285714286
Soderling R.,Almagro N.,1.0,0.57,0.43,1.5,2.51,1.59,2.72,1.75,2.33,-0.09142857142857139,0.14338235294117652
Murray A.,Chela J.I.,0.0,0.87,0.13,1.19,4.43,1.23,5.9,1.15,7.69,0.06504065040650413,-0.23276983094928477
Baghdatis M.,Ferrer D.,1.0,0.16,0.84,4.52,1.18,5.0,1.24,6.25,1.19,-0.2,0.040322580645161324
Garcia-Lopez G.,Tsonga J.W.,0.0,0.2,0.8,2.25,1.62,2.59,1.75,5.0,1.25,-0.48200000000000004,0.2857142857142857
Verdasco F.,Melzer J.,1.0,0.75,0.25,1.17,4.85,1.2,6.0,1.33,4.0,-0.09774436090225572,0.3333333333333333
Almagro N.,Monaco J.,0.0,0.55,0.45,1.52,2.49,1.57,2.75,1.82,2.22,-0.13736263736263735,0.19272727272727266
Isner J.,Nadal R.,1.0,0.07,0.93,12.28,1.03,17.5,1.04,14.29,1.08,0.18342857142857147,-0.03703703703703707
Monfils G.,Garcia-Lopez G.,0.0,0.75,0.25,1.77,1.99,1.88,2.08,1.33,4.0,0.2925531914893616,-0.48
Hanescu V.,Murray A.,1.0,0.09,0.91,4.07,1.22,4.8,1.28,11.11,1.1,-0.5679567956795679,0.14062499999999994
Ferrer D.,Cilic M.,0.0,0.73,0.27,1.5,2.54,1.55,2.81,1.37,3.7,0.11612903225806448,-0.24054054054054055
Lopez F.,Gulbis E.,1.0,0.5,0.5,3.74,1.26,4.1,1.3,2.0,2.0,0.5121951219512195,-0.35
Federer R.,Wawrinka S.,0.0,0.82,0.18,1.36,3.04,1.43,3.5,1.22,5.56,0.14685314685314682,-0.37050359712230213
Melzer J.,Almagro N.,1.0,0.38,0.62,3.19,1.33,3.54,1.39,2.63,1.61,0.2570621468926554,-0.13664596273291937
Nadal R.,Monfils G.,0.0,0.89,0.11,1.03,11.31,1.05,16.83,1.12,9.09,-0.06250000000000006,0.4598930481283422
Gulbis E.,Federer R.,1.0,0.12,0.88,3.29,1.32,3.8,1.37,8.33,1.14,-0.5438175270108043,0.16788321167883224
Ferrer D.,Murray A.,0.0,0.23,0.77,1.6,2.27,1.73,2.42,4.35,1.3,-0.6022988505747127,0.46280991735537186
Almagro N.,Nadal R.,1.0,0.09,0.91,9.5,1.05,13.66,1.07,11.11,1.1,0.1866764275256223,-0.027272727272727296
Federer R.,Ferrer D.,0.0,0.8,0.2,1.38,2.94,1.44,3.2,1.25,5.0,0.13194444444444442,-0.36
Federer R.,Nadal R.,1.0,0.37,0.63,3.22,1.34,3.6,1.45,2.7,1.59,0.24999999999999997,-0.08805031446540888
Stakhovsky S.,Nieminen J.,0.0,0.34,0.66,3.49,1.28,3.75,1.35,2.94,1.52,0.21600000000000003,-0.11184210526315784
Berrer M.,Seppi A.,1.0,0.29,0.71,2.21,1.62,2.5,1.73,3.45,1.41,-0.27536231884057977,0.184971098265896
Mayer L.,Guez D.,0.0,0.9,0.1,1.33,3.2,1.39,3.5,1.11,10.0,0.2014388489208632,-0.65
Mannarino A.,Rochus O.,1.0,0.32,0.68,2.55,1.48,2.7,1.58,3.12,1.47,-0.13461538461538458,0.06962025316455701
Chiudinelli M.,Fognini F.,0.0,0.29,0.71,2.57,1.47,2.81,1.56,3.45,1.41,-0.18550724637681162,0.09615384615384624
Darcis S.,Starace P.,1.0,0.44,0.56,2.17,1.63,2.41,1.75,2.27,1.79,0.05809128630705399,-0.022346368715083817
Greul S.,Clement A.,0.0,0.44,0.56,1.89,1.83,2.0,1.99,2.27,1.79,-0.11894273127753305,0.10050251256281405
Mina G.,Kubot L.,1.0,0.1,0.9,3.9,1.24,4.63,1.27,10.0,1.11,-0.537,0.12598425196850388
Montanes A.,Dolgopolov O.,1.0,0.5,0.5,1.4,2.81,1.47,3.12,2.0,2.0,-0.265,0.358974358974359
Serra F.,Marchenko I.,0.0,0.78,0.22,1.27,3.59,1.3,4.3,1.28,4.55,0.015384615384615398,-0.054945054945054944
Lacko L.,Gasquet R.,1.0,0.08,0.92,5.11,1.15,6.27,1.18,12.5,1.09,-0.4984,0.07627118644067785
Stakhovsky S.,Seppi A.,0.0,0.31,0.69,2.93,1.38,3.3,1.44,3.23,1.45,0.021212121212121165,-0.006896551724137937
Bellucci T.,Mayer L.,1.0,0.55,0.45,1.36,3.03,1.4,3.36,1.82,2.22,-0.23076923076923084,0.3392857142857142
Baghdatis M.,Greul S.,0.0,0.7,0.3,1.32,3.23,1.42,3.55,1.43,3.33,-0.006993006993007,0.061971830985915424
Soderling R.,Rochus O.,1.0,0.78,0.22,1.1,6.4,1.14,7.65,1.28,4.55,-0.1093750000000001,0.4052287581699347
Starace P.,Kubot L.,0.0,0.62,0.38,1.41,2.81,1.45,3.2,1.61,2.63,-0.09937888198757772,0.1781250000000001
Dolgopolov O.,Gasquet R.,1.0,0.32,0.68,2.89,1.39,3.15,1.5,3.12,1.47,0.009523809523809462,0.020000000000000018
Verdasco F.,Serra F.,0.0,0.8,0.2,1.26,3.69,1.32,4.33,1.25,5.0,0.05303030303030307,-0.13399999999999998
Chiudinelli M.,Monfils G.,1.0,0.1,0.9,5.35,1.14,6.9,1.17,10.0,1.11,-0.30999999999999994,0.05128205128205114
Mayer L.,Baghdatis M.,0.0,0.54,0.46,2.9,1.39,3.2,1.47,1.85,2.17,0.421875,-0.3225806451612903
Stakhovsky S.,Verdasco F.,1.0,0.13,0.87,5.85,1.12,7.0,1.16,7.69,1.15,-0.08972691807542267,0.008620689655172422
Starace P.,Monfils G.,0.0,0.23,0.77,2.61,1.47,2.8,1.63,4.35,1.3,-0.3563218390804598,0.20245398773006126
Rochus O.,Gasquet R.,1.0,0.22,0.78,4.88,1.17,5.8,1.25,4.55,1.28,0.21551724137931036,-0.02343750000000002
Verdasco F.,Mayer L.,0.0,0.81,0.19,1.54,2.41,1.62,2.75,1.23,5.26,0.2407407407407408,-0.4771863117870722
Starace P.,Gasquet R.,1.0,0.3,0.7,2.81,1.4,3.25,1.45,3.33,1.43,-0.024024024024024045,0.013793103448275874
Gasquet R.,Verdasco F.,0.0,0.37,0.63,2.52,1.5,2.85,1.6,2.7,1.59,0.05263157894736839,0.0062500000000000056
Patience O.,De Bakker T.,1.0,0.16,0.84,3.88,1.24,4.8,1.29,6.25,1.19,-0.23200000000000004,0.07751937984496131
Cilic M.,Mello R.,0.0,0.87,0.13,1.06,8.62,1.1,11.8,1.15,7.69,-0.043478260869565064,0.3483050847457627
Massu N.,Fognini F.,1.0,0.54,0.46,2.05,1.73,2.27,1.95,1.85,2.17,0.18502202643171803,-0.10138248847926266
Youzhny M.,Przysiezny M.,0.0,0.84,0.16,1.04,9.83,1.07,14.63,1.19,6.25,-0.10084033613445369,0.5727956254272044
Tipsarevic J.,Falla A.,1.0,0.69,0.31,1.98,1.79,2.35,2.3,1.45,3.23,0.3829787234042554,-0.2879256965944273
Soderling R.,Recouderc L.,0.0,0.91,0.09,1.03,11.28,1.05,16.0,1.1,11.11,-0.04545454545454549,0.30562500000000004
Schuettler R.,Garcia-Lopez G.,1.0,0.36,0.64,5.21,1.15,6.7,1.18,2.78,1.56,0.5850746268656717,-0.24358974358974367
Montanes A.,Galvani S.,0.0,0.89,0.11,1.1,6.44,1.13,8.36,1.12,9.09,0.008849557522123706,-0.08030803080308035
Gulbis E.,Benneteau J.,1.0,0.63,0.37,1.13,5.68,1.17,7.23,1.59,2.7,-0.2641509433962265,0.6265560165975104
Tsonga J.W.,Brands D.,0.0,0.84,0.16,1.05,9.19,1.08,13.11,1.19,6.25,-0.09243697478991586,0.5232646834477498
Kubot L.,Ouanna J.,1.0,0.61,0.39,1.65,2.18,1.72,2.49,1.64,2.56,0.046511627906976785,-0.027343749999999938
Chiudinelli M.,Devvarman S.,0.0,0.58,0.42,1.91,1.83,2.0,1.96,1.72,2.38,0.14,-0.1764705882352941
Robert S.,Kamke T.,1.0,0.52,0.48,1.56,2.38,1.63,2.65,1.92,2.08,-0.15104166666666669,0.21509433962264146
Roger-Vasselin E.,Anderson K.,0.0,0.26,0.74,2.26,1.61,2.5,1.67,3.85,1.35,-0.35064935064935066,0.19161676646706577
Sweeting R.,Chela J.I.,1.0,0.31,0.69,4.07,1.22,5.05,1.25,3.23,1.45,0.3603960396039604,-0.1379310344827586
Wawrinka S.,Hajek J.,0.0,0.87,0.13,1.08,7.22,1.13,9.6,1.15,7.69,-0.017391304347826105,0.19895833333333326
Paire B.,Rochus O.,1.0,0.49,0.51,2.5,1.51,2.65,1.61,2.04,1.96,0.23018867924528297,-0.17857142857142852
Beck A.,Lorenzi P.,0.0,0.51,0.49,1.57,2.35,1.65,2.54,1.96,2.04,-0.15816326530612249,0.19685039370078738
Tursunov D.,Gimeno-Traver D.,1.0,0.54,0.46,4.8,1.17,6.04,1.22,1.85,2.17,0.6937086092715231,-0.4377880184331797
Isner J.,Golubev A.,0.0,0.85,0.15,1.26,3.73,1.31,4.3,1.18,6.67,0.09923664122137413,-0.3553223388305847
Lapentti N.,Dent T.,1.0,0.71,0.29,1.24,3.9,1.29,4.64,1.41,3.45,-0.08510638297872333,0.2564655172413792
Reister J.,Lopez F.,0.0,0.26,0.74,3.58,1.27,4.11,1.35,3.85,1.35,0.06326034063260345,0.0
Aguilar J.,Berdych T.,1.0,0.04,0.96,10.47,1.04,15.0,1.06,25.0,1.04,-0.4,0.018867924528301903
Petzschner P.,Ball C.,0.0,0.89,0.11,1.28,3.56,1.35,4.0,1.12,9.09,0.17037037037037034,-0.55995599559956
Luczak P.,Federer R.,1.0,0.04,0.96,15.09,1.01,21.0,1.01,25.0,1.04,-0.16,-0.028846153846153872
Djokovic N.,Korolev E.,0.0,0.95,0.05,1.04,10.86,1.06,14.5,1.05,20.0,0.009433962264150952,-0.275
Bolelli S.,Andujar P.,1.0,0.5,0.5,1.49,2.55,1.59,2.7,2.0,2.0,-0.20499999999999996,0.2592592592592593
Nishikori K.,Giraldo S.,0.0,0.77,0.23,2.73,1.42,3.0,1.55,1.3,4.35,0.5666666666666667,-0.6436781609195402
Witten J.,Baghdatis M.,1.0,0.11,0.89,9.02,1.05,11.35,1.08,9.09,1.12,0.19911894273127753,-0.03571428571428574
Lacko L.,Yani M.,0.0,0.69,0.31,1.69,2.11,1.78,2.42,1.45,3.23,0.18539325842696633,-0.25077399380804954
Stakhovsky S.,Mayer L.,1.0,0.37,0.63,3.33,1.31,4.2,1.36,2.7,1.59,0.35714285714285715,-0.14465408805031443
Granollers M.,Mathieu P.H.,0.0,0.45,0.55,1.79,1.96,1.87,2.17,2.22,1.82,-0.15765765765765768,0.1612903225806451
Robredo T.,Troicki V.,1.0,0.66,0.34,1.58,2.33,1.67,2.62,1.52,2.94,0.08982035928143707,-0.10884353741496594
Darcis S.,Vliegen K.,0.0,0.52,0.48,1.54,2.42,1.7,2.65,1.92,2.08,-0.11458333333333333,0.21509433962264146
Gasquet R.,Murray A.,1.0,0.17,0.83,2.54,1.5,2.89,1.59,5.88,1.2,-0.5085034013605442,0.24528301886792458
Dolgopolov O.,Clement A.,0.0,0.64,0.36,1.36,3.04,1.4,3.49,1.56,2.78,-0.10256410256410266,0.20343839541547287
Kindlmann D.,Monfils G.,1.0,0.04,0.96,7.35,1.08,10.0,1.17,25.0,1.04,-0.6,0.11111111111111102
Schukin Y.,Ram R.,0.0,0.65,0.35,1.15,5.21,1.17,6.23,1.54,2.86,-0.2402597402597403,0.5409309791332264
Alves T.,Gonzalez F.,1.0,0.03,0.97,6.12,1.11,7.0,1.14,33.33,1.03,-0.78997899789979,0.09649122807017534
Almagro N.,Haase R.,0.0,0.79,0.21,1.03,10.23,1.05,14.0,1.27,4.76,-0.17322834645669288,0.66
Lu Y.H.,Ljubicic I.,1.0,0.13,0.87,6.65,1.1,8.71,1.15,7.69,1.15,0.11710677382319178,0.0
Bellucci T.,Llodra M.,0.0,0.67,0.33,1.48,2.58,1.56,2.79,1.49,3.03,0.04487179487179491,-0.07920792079207914
Hernandez O.,Hanescu V.,1.0,0.29,0.71,4.45,1.19,5.33,1.22,3.45,1.41,0.35272045028142585,-0.13475177304964536
Fish M.,Berrer M.,0.0,0.72,0.28,1.66,2.18,1.73,2.4,1.39,3.57,0.1965317919075145,-0.3277310924369748
Monaco J.,Zemlja G.,1.0,0.76,0.24,1.08,7.45,1.11,9.95,1.32,4.17,-0.15909090909090906,0.5809045226130654
Verdasco F.,Kunitsyn I.,0.0,0.94,0.06,1.03,12.1,1.05,17.65,1.06,16.67,-0.009433962264150952,0.05552407932011314
Koellerer D.,Gabashvili T.,1.0,0.57,0.43,2.37,1.56,2.55,1.65,1.75,2.33,0.31372549019607837,-0.29184549356223183
Ginepri R.,Querrey S.,0.0,0.31,0.69,4.46,1.19,5.0,1.23,3.23,1.45,0.354,-0.15172413793103448
Sela D.,Melzer J.,1.0,0.19,0.81,5.88,1.12,7.14,1.15,5.26,1.23,0.26330532212885155,-0.06504065040650413
Mahut N.,Zverev M.,0.0,0.57,0.43,1.65,2.18,1.73,2.5,1.75,2.33,-0.011428571428571439,0.06799999999999998
Marchenko I.,Starace P.,1.0,0.21,0.79,4.55,1.18,5.7,1.22,4.76,1.27,0.16491228070175445,-0.039370078740157514
Roddick A.,Nieminen J.,0.0,0.86,0.14,1.21,4.22,1.26,5.0,1.16,7.14,0.07936507936507943,-0.29971988795518206
Schwank E.,Kavcic B.,1.0,0.53,0.47,1.16,4.94,1.2,6.0,1.89,2.13,-0.36507936507936506,0.645
Kohlschreiber P.,Beck K.,0.0,0.92,0.08,1.04,10.49,1.06,15.25,1.09,12.5,-0.027522935779816536,0.18032786885245902
Russell M.,Serra F.,1.0,0.31,0.69,4.84,1.17,5.57,1.2,3.23,1.45,0.42010771992818674,-0.1724137931034483
Zeballos H.,Fischer M.,0.0,0.9,0.1,1.24,3.88,1.28,4.7,1.11,10.0,0.13281249999999994,-0.53
Ventura S.,Seppi A.,1.0,0.29,0.71,2.76,1.42,3.33,1.46,3.45,1.41,-0.0347826086956522,0.034246575342465786
Riba P.,Gicquel M.,0.0,0.35,0.65,1.42,2.77,1.5,3.05,2.86,1.54,-0.4755244755244755,0.4950819672131147
Cuevas P.,Ferrero J.C.,1.0,0.24,0.76,4.81,1.17,6.0,1.2,4.17,1.32,0.305,-0.09090909090909098
Ferrer D.,Guez D.,0.0,0.98,0.02,1.01,13.43,1.02,20.0,1.02,50.0,0.0,-0.6
Mina G.,Nadal R.,1.0,0.02,0.98,18.96,1.01,34.0,1.01,50.0,1.02,-0.32,-0.00980392156862746
Istomin D.,Becker B.,0.0,0.63,0.37,1.65,2.17,1.85,2.43,1.59,2.7,0.14054054054054055,-0.1
Chardy J.,Hewitt L.,1.0,0.29,0.71,1.94,1.81,2.05,2.0,3.45,1.41,-0.40579710144927544,0.29500000000000004
Malisse X.,Greul S.,0.0,0.67,0.33,2.26,1.61,2.4,1.71,1.49,3.03,0.37916666666666665,-0.43564356435643564
Kamke T.,Montanes A.,1.0,0.19,0.81,5.21,1.14,6.0,1.21,5.26,1.23,0.12333333333333336,-0.016260162601626032
Soderling R.,Dent T.,0.0,0.89,0.11,1.03,10.9,1.07,15.85,1.12,9.09,-0.04464285714285718,0.42649842271293376
Lacko L.,Youzhny M.,1.0,0.09,0.91,9.12,1.05,12.7,1.07,11.11,1.1,0.1251968503937008,-0.027272727272727296
Cilic M.,Gimeno-Traver D.,0.0,0.85,0.15,1.18,4.68,1.22,5.8,1.18,6.67,0.03278688524590167,-0.13043478260869568
Ball C.,Troicki V.,1.0,0.08,0.92,4.92,1.16,6.05,1.2,12.5,1.09,-0.516,0.09166666666666656
Mayer L.,Benneteau J.,0.0,0.56,0.44,1.68,2.13,1.76,2.24,1.79,2.27,-0.016759776536312863,-0.013215859030836918
Ouanna J.,Tsonga J.W.,1.0,0.08,0.92,5.16,1.15,6.04,1.2,12.5,1.09,-0.5168,0.09166666666666656
De Bakker T.,Garcia-Lopez G.,0.0,0.42,0.58,1.68,2.11,1.85,2.38,2.38,1.72,-0.22268907563025203,0.27731092436974786
Falla A.,Federer R.,1.0,0.05,0.95,16.68,1.01,32.0,1.01,20.0,1.05,0.375,-0.038095238095238126
Reister J.,Rochus O.,0.0,0.26,0.74,2.11,1.69,2.33,1.8,3.85,1.35,-0.3948051948051948,0.24999999999999997
Roger-Vasselin E.,Berdych T.,1.0,0.11,0.89,7.94,1.07,11.0,1.09,9.09,1.12,0.17363636363636364,-0.02678571428571431
Wawrinka S.,Beck A.,0.0,0.91,0.09,1.07,8.19,1.1,11.8,1.1,11.11,0.0,0.058474576271186546
Kavcic B.,Roddick A.,1.0,0.06,0.94,6.42,1.1,8.02,1.14,16.67,1.06,-0.518896220755849,0.0701754385964911
Gabashvili T.,Zemlja G.,0.0,0.35,0.65,1.75,2.01,1.85,2.21,2.86,1.54,-0.35314685314685307,0.3031674208144796
Chela J.I.,Murray A.,1.0,0.11,0.89,6.25,1.11,8.88,1.15,9.09,1.12,-0.023102310231023,0.026086956521738962
Baghdatis M.,Granollers M.,0.0,0.56,0.44,1.37,2.85,1.49,3.1,1.79,2.27,-0.1675977653631285,0.267741935483871
Chiudinelli M.,Isner J.,1.0,0.11,0.89,4.1,1.22,5.69,1.33,9.09,1.12,-0.374037403740374,0.15789473684210523
Monfils G.,Fognini F.,0.0,0.69,0.31,1.11,5.55,1.15,6.8,1.45,3.23,-0.20689655172413796,0.525
Schukin Y.,Hanescu V.,1.0,0.23,0.77,4.65,1.18,5.95,1.22,4.35,1.3,0.2689075630252102,-0.06153846153846159
Hewitt L.,Istomin D.,0.0,0.82,0.18,1.22,4.04,1.33,4.9,1.22,5.56,0.0827067669172933,-0.1187050359712229
Zeballos H.,Nadal R.,1.0,0.04,0.96,24.56,1.01,61.0,1.01,25.0,1.04,0.5901639344262295,-0.028846153846153872
Melzer J.,Mahut N.,0.0,0.78,0.22,1.14,5.31,1.17,6.12,1.28,4.55,-0.08593750000000007,0.25653594771241833
Gonzalez F.,Dolgopolov O.,1.0,0.73,0.27,1.3,3.37,1.33,3.8,1.37,3.7,-0.029197080291970826,0.02631578947368412
Almagro N.,Darcis S.,0.0,0.83,0.17,1.11,6.09,1.15,8.2,1.2,5.88,-0.041666666666666706,0.28292682926829266
Malisse X.,Ferrer D.,1.0,0.19,0.81,10.67,1.04,17.0,1.05,5.26,1.23,0.6905882352941176,-0.1463414634146341
Djokovic N.,Nishikori K.,0.0,0.83,0.17,1.06,8.53,1.09,11.0,1.2,5.88,-0.09166666666666656,0.46545454545454545
Seppi A.,Kohlschreiber P.,1.0,0.33,0.67,3.35,1.3,3.81,1.35,3.03,1.49,0.20472440944881895,-0.0939597315436241
Ferrero J.C.,Riba P.,0.0,0.94,0.06,1.12,5.73,1.17,6.65,1.06,16.67,0.09401709401709392,-0.6010797840431914
Andujar P.,Bellucci T.,1.0,0.35,0.65,4.84,1.16,5.6,1.29,2.86,1.54,0.48928571428571427,-0.16233766233766234
Ginepri R.,Starace P.,0.0,0.42,0.58,3.05,1.35,3.25,1.42,2.38,1.72,0.26769230769230773,-0.17441860465116282
Serra F.,Verdasco F.,1.0,0.2,0.8,7.41,1.08,10.2,1.1,5.0,1.25,0.5098039215686274,-0.11999999999999993
Ljubicic I.,Fish M.,0.0,0.65,0.35,1.4,2.84,1.53,3.25,1.54,2.86,-0.006493506493506499,0.12000000000000004
Reister J.,Federer R.,1.0,0.04,0.96,19.14,1.01,46.0,1.02,25.0,1.04,0.45652173913043476,-0.019230769230769246
Murray A.,Baghdatis M.,0.0,0.92,0.08,1.34,3.13,1.5,3.5,1.09,12.5,0.27333333333333326,-0.72
Mayer L.,Cilic M.,1.0,0.18,0.82,2.92,1.38,3.3,1.45,5.56,1.22,-0.40647482014388486,0.1586206896551724
Tsonga J.W.,De Bakker T.,0.0,0.85,0.15,1.43,2.7,1.5,3.06,1.18,6.67,0.21333333333333337,-0.5412293853073463
Fognini F.,Wawrinka S.,1.0,0.32,0.68,6.99,1.09,9.85,1.13,3.12,1.47,0.683248730964467,-0.23129251700680278
Soderling R.,Montanes A.,0.0,0.74,0.26,1.17,4.71,1.25,5.77,1.35,3.85,-0.07407407407407414,0.33275563258232227
Isner J.,Berdych T.,1.0,0.42,0.58,2.89,1.39,3.48,1.45,2.38,1.72,0.3160919540229885,-0.1569767441860465
Gabashvili T.,Roddick A.,0.0,0.1,0.9,4.44,1.19,5.1,1.23,10.0,1.11,-0.49000000000000005,0.097560975609756
Troicki V.,Youzhny M.,1.0,0.44,0.56,2.76,1.42,3.0,1.5,2.27,1.79,0.24333333333333332,-0.16201117318435757
Melzer J.,Ferrer D.,0.0,0.28,0.72,6.56,1.1,9.05,1.15,3.57,1.39,0.605524861878453,-0.17266187050359713
Hanescu V.,Djokovic N.,1.0,0.07,0.93,6.08,1.11,8.2,1.15,14.29,1.08,-0.4261721483554934,0.06086956521739117
Bellucci T.,Ljubicic I.,0.0,0.33,0.67,1.65,2.18,1.8,2.36,3.03,1.49,-0.4059405940594059,0.36864406779661013
Dolgopolov O.,Almagro N.,1.0,0.35,0.65,3.6,1.28,4.05,1.38,2.86,1.54,0.2938271604938272,-0.10389610389610399
Verdasco F.,Kohlschreiber P.,0.0,0.67,0.33,1.23,3.89,1.35,4.5,1.49,3.03,-0.0939597315436241,0.3266666666666667
Ferrero J.C.,Ginepri R.,1.0,0.88,0.12,1.17,4.63,1.25,5.5,1.14,8.33,0.08800000000000008,-0.3397358943577431
Nadal R.,Hewitt L.,0.0,0.85,0.15,1.01,17.0,1.02,36.0,1.18,6.67,-0.135593220338983,0.8147222222222221
Wawrinka S.,Federer R.,1.0,0.17,0.83,7.19,1.09,9.0,1.11,5.88,1.2,0.3466666666666667,-0.07499999999999989
Soderling R.,Cilic M.,0.0,0.61,0.39,1.35,3.11,1.45,3.4,1.64,2.56,-0.11585365853658534,0.24705882352941172
Tsonga J.W.,Youzhny M.,1.0,0.7,0.3,1.93,1.82,2.1,1.97,1.43,3.33,0.3190476190476191,-0.4084084084084084
Berdych T.,Murray A.,0.0,0.23,0.77,2.26,1.62,2.5,1.85,4.35,1.3,-0.42528735632183906,0.2972972972972973
Ginepri R.,Djokovic N.,1.0,0.05,0.95,7.86,1.07,10.5,1.12,20.0,1.05,-0.475,0.06250000000000006
Melzer J.,Gabashvili T.,0.0,0.75,0.25,1.34,3.15,1.44,3.45,1.33,4.0,0.07638888888888881,-0.13749999999999996
Bellucci T.,Nadal R.,1.0,0.07,0.93,17.53,1.01,34.0,1.03,14.29,1.08,0.5797058823529412,-0.046296296296296335
Almagro N.,Verdasco F.,0.0,0.42,0.58,2.08,1.71,2.2,1.8,2.38,1.72,-0.07563025210084022,0.04444444444444448
Federer R.,Soderling R.,1.0,0.84,0.16,1.21,4.37,1.3,5.5,1.19,6.25,0.08461538461538469,-0.12
Berdych T.,Youzhny M.,0.0,0.65,0.35,1.44,2.72,1.53,2.99,1.54,2.86,-0.006493506493506499,0.04347826086956533
