Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Tursunov D.,Lacko L.,1.0,0.76,0.24,1.36,3.06,1.44,3.39,1.32,4.17,0.08333333333333326,-0.18705035971223016
Verdasco F.,Berlocq C.,0.0,0.77,0.23,1.52,2.49,1.57,2.65,1.3,4.35,0.17197452229299365,-0.3908045977011494
Paire B.,Monaco J.,1.0,0.4,0.6,2.2,1.66,2.39,1.71,2.5,1.67,-0.04399999999999995,0.0233918128654971
Querrey S.,Becker B.,0.0,0.78,0.22,1.3,3.45,1.36,3.81,1.28,4.55,0.058823529411764754,-0.1626373626373626
Kudla D.,Isner J.,1.0,0.06,0.94,4.2,1.22,4.63,1.29,16.67,1.06,-0.722255548890222,0.17829457364341084
Chung H.,Paul T.,0.0,0.53,0.47,1.67,2.18,1.8,2.5,1.89,2.13,-0.04761904761904755,0.14800000000000005
Young D.,Smyczek T.,1.0,0.55,0.45,1.51,2.53,1.6,2.87,1.82,2.22,-0.12087912087912087,0.22648083623693377
Lopez F.,Lacko L.,0.0,0.85,0.15,1.21,4.36,1.26,5.42,1.18,6.67,0.06349206349206354,-0.18740629685157423
Barton M.,Sock J.,1.0,0.21,0.79,5.55,1.14,6.45,1.2,4.76,1.27,0.26201550387596906,-0.05511811023622052
Baghdatis M.,Verdasco F.,0.0,0.38,0.62,2.32,1.59,2.41,1.68,2.63,1.61,-0.08365019011406835,0.041666666666666574
Querrey S.,Monaco J.,1.0,0.44,0.56,1.9,1.87,2.02,1.95,2.27,1.79,-0.11013215859030837,0.08205128205128201
Lopez F.,Smyczek T.,0.0,0.86,0.14,1.26,3.74,1.3,4.26,1.16,7.14,0.10769230769230778,-0.40336134453781514
Chung H.,Isner J.,1.0,0.12,0.88,4.32,1.21,4.88,1.3,8.33,1.14,-0.41416566626650664,0.12307692307692318
Sock J.,Baghdatis M.,0.0,0.71,0.29,1.49,2.57,1.54,2.73,1.41,3.45,0.08441558441558449,-0.2086956521739131
Lopez F.,Monaco J.,1.0,0.46,0.54,1.79,2.0,1.86,2.09,2.17,1.85,-0.1428571428571428,0.11483253588516736
Sock J.,Isner J.,0.0,0.56,0.44,1.81,1.98,1.91,2.12,1.79,2.27,0.06282722513089,-0.06607929515418498
Sock J.,Monaco J.,1.0,0.57,0.43,1.43,2.79,1.5,3.1,1.75,2.33,-0.14285714285714285,0.24838709677419354
Gonzalez M.,Munoz De La Nava D.,0.0,0.71,0.29,2.1,1.71,2.2,1.8,1.41,3.45,0.3590909090909092,-0.4782608695652174
Skugor F.,Montanes A.,1.0,0.16,0.84,1.8,1.97,1.91,2.17,6.25,1.19,-0.6944,0.45161290322580644
Bagnis F.,Ouahab L.,0.0,0.8,0.2,1.51,2.53,1.61,2.75,1.25,5.0,0.22360248447204972,-0.45
El Amrani R.,Mektic N.,1.0,0.07,0.93,5.36,1.14,6.5,1.18,14.29,1.08,-0.5451364590622813,0.08474576271186429
Istomin D.,Giustino L.,0.0,0.95,0.05,1.45,2.69,1.53,2.8,1.05,20.0,0.3137254901960784,-0.86
Gabashvili T.,Gimeno-Traver D.,1.0,0.53,0.47,1.85,1.95,1.91,2.1,1.89,2.13,0.010471204188481685,-0.01408450704225343
Vesely J.,Cervantes I.,0.0,0.64,0.36,1.85,1.94,2.0,2.05,1.56,2.78,0.21999999999999997,-0.262589928057554
Daniel T.,Bolelli S.,1.0,0.29,0.71,1.94,1.83,2.1,1.93,3.45,1.41,-0.391304347826087,0.2694300518134715
Mathieu P.H.,Ramos-Vinolas A.,0.0,0.53,0.47,2.51,1.53,2.85,1.67,1.89,2.13,0.33684210526315794,-0.21596244131455397
Albot R.,Almagro N.,1.0,0.07,0.93,4.27,1.21,5.32,1.25,14.29,1.08,-0.6277116864940517,0.13599999999999995
De Bakker T.,Ahouda A.,0.0,0.96,0.04,1.01,15.33,1.03,24.0,1.04,25.0,-0.009615384615384623,-0.04
Donskoy E.,Carreno Busta P.,1.0,0.09,0.91,3.67,1.27,4.1,1.33,11.11,1.1,-0.630963096309631,0.17293233082706766
Montanes A.,Gimeno-Traver D.,0.0,0.7,0.3,2.31,1.59,2.57,1.65,1.43,3.33,0.44357976653696496,-0.5045045045045046
Sousa J.,Bagnis F.,1.0,0.63,0.37,1.62,2.25,1.7,2.38,1.59,2.7,0.0647058823529411,-0.11851851851851862
Mathieu P.H.,Gonzalez M.,0.0,0.79,0.21,1.52,2.5,1.59,2.75,1.27,4.76,0.20125786163522016,-0.4222689075630252
Bolelli S.,Coric B.,1.0,0.2,0.8,2.6,1.48,2.9,1.55,5.0,1.25,-0.42000000000000004,0.19354838709677422
Vesely J.,Mektic N.,0.0,0.87,0.13,1.15,5.12,1.2,6.02,1.15,7.69,0.041666666666666706,-0.21716514954486354
Istomin D.,Carreno Busta P.,1.0,0.26,0.74,3.44,1.3,3.8,1.33,3.85,1.35,-0.012987012987013056,-0.014814814814814828
Garcia-Lopez G.,Almagro N.,0.0,0.38,0.62,2.49,1.52,2.73,1.59,2.63,1.61,0.03663003663003666,-0.012422360248447215
De Bakker T.,Delbonis F.,1.0,0.29,0.71,4.05,1.23,4.4,1.27,3.45,1.41,0.21590909090909094,-0.0992907801418439
Montanes A.,Bagnis F.,0.0,0.67,0.33,3.25,1.34,3.66,1.4,1.49,3.03,0.592896174863388,-0.5379537953795379
Mathieu P.H.,Coric B.,1.0,0.29,0.71,2.09,1.73,2.2,1.83,3.45,1.41,-0.36231884057971014,0.22950819672131154
Delbonis F.,Carreno Busta P.,0.0,0.39,0.61,1.77,2.02,1.83,2.24,2.56,1.64,-0.28515625,0.26785714285714296
Garcia-Lopez G.,Vesely J.,1.0,0.69,0.31,1.55,2.45,1.7,2.75,1.45,3.23,0.14705882352941177,-0.14860681114551083
Delbonis F.,Montanes A.,0.0,0.63,0.37,1.25,3.88,1.3,4.2,1.59,2.7,-0.18238993710691825,0.35714285714285715
Vesely J.,Coric B.,1.0,0.22,0.78,2.05,1.75,2.2,1.88,4.55,1.28,-0.5164835164835164,0.3191489361702127
Delbonis F.,Coric B.,0.0,0.47,0.53,1.55,2.43,1.6,2.6,2.13,1.89,-0.24882629107981213,0.27307692307692316
Kuznetsov An.,Chardy J.,1.0,0.37,0.63,1.38,2.98,1.45,3.27,2.7,1.59,-0.462962962962963,0.5137614678899083
Simon G.,Troicki V.,0.0,0.7,0.3,1.3,3.42,1.36,3.85,1.43,3.33,-0.04895104895104884,0.13506493506493505
Rublev A.,Zverev A.,1.0,0.27,0.73,3.44,1.3,3.85,1.34,3.7,1.37,0.03896103896103894,-0.02189781021897812
Bautista Agut R.,Ramos-Vinolas A.,0.0,0.79,0.21,1.38,2.99,1.49,3.4,1.27,4.76,0.14765100671140938,-0.2857142857142857
Bellucci T.,Garcia-Lopez G.,1.0,0.55,0.45,2.06,1.75,2.25,2.02,1.82,2.22,0.1911111111111111,-0.09009009009009017
Bedene A.,Rosol L.,0.0,0.36,0.64,1.82,1.96,1.87,2.04,2.78,1.56,-0.3273381294964028,0.23529411764705882
Muller G.,Monfils G.,1.0,0.24,0.76,5.23,1.15,6.35,1.2,4.17,1.32,0.3433070866141732,-0.09090909090909098
Herbert P.H,Pella G.,0.0,0.51,0.49,2.88,1.4,3.2,1.48,1.96,2.04,0.38750000000000007,-0.27450980392156865
Krajinovic F.,Dimitrov G.,1.0,0.08,0.92,4.34,1.21,5.0,1.23,12.5,1.09,-0.6,0.11382113821138204
Gasquet R.,Almagro N.,0.0,0.68,0.32,1.35,3.16,1.44,3.44,1.47,3.12,-0.02040816326530614,0.09302325581395345
Robert S.,Carreno Busta P.,1.0,0.09,0.91,3.39,1.31,3.74,1.35,11.11,1.1,-0.6633663366336633,0.18518518518518517
Raonic M.,Cecchinato M.,0.0,0.96,0.04,1.04,11.03,1.06,13.9,1.04,25.0,0.018867924528301903,-0.444
Cervantes I.,Paire B.,1.0,0.29,0.71,2.49,1.52,2.65,1.62,3.45,1.41,-0.23188405797101455,0.12962962962962973
Thiem D.,Struff J.L.,0.0,0.91,0.09,1.1,6.59,1.13,7.41,1.1,11.11,0.02654867256637151,-0.333033303330333
Mahut N.,Pouille L.,1.0,0.36,0.64,2.55,1.5,2.73,1.61,2.78,1.56,-0.017985611510791304,0.03105590062111804
Cuevas P.,Gimeno-Traver D.,0.0,0.75,0.25,1.23,4.07,1.29,4.61,1.33,4.0,-0.030075187969924838,0.1323210412147506
Karlovic I.,Sousa J.,1.0,0.46,0.54,3.28,1.32,3.59,1.37,2.17,1.85,0.3955431754874652,-0.2594594594594594
Vesely J.,Gabashvili T.,0.0,0.61,0.39,1.42,2.8,1.47,2.97,1.64,2.56,-0.10365853658536582,0.13804713804713808
Haase R.,Dzumhur D.,1.0,0.4,0.6,2.61,1.48,2.75,1.53,2.5,1.67,0.09090909090909091,-0.08383233532934126
Kohlschreiber P.,Coric B.,0.0,0.6,0.4,1.35,3.17,1.42,3.5,1.67,2.5,-0.14970059880239522,0.2857142857142857
Mannarino A.,Daniel T.,1.0,0.57,0.43,2.21,1.65,2.35,1.73,1.75,2.33,0.25531914893617025,-0.25751072961373395
Goffin D.,Lopez F.,0.0,0.62,0.38,1.26,3.8,1.3,4.3,1.61,2.63,-0.1925465838509317,0.3883720930232558
Delbonis F.,Verdasco F.,1.0,0.46,0.54,1.69,2.14,1.73,2.29,2.17,1.85,-0.20276497695852533,0.19213973799126635
Lorenzi P.,Fognini F.,0.0,0.28,0.72,2.78,1.42,3.02,1.5,3.57,1.39,-0.1540616246498599,0.0733333333333334
Dimitrov G.,Simon G.,1.0,0.4,0.6,2.01,1.79,2.12,1.86,2.5,1.67,-0.15199999999999997,0.10215053763440869
Murray A.,Herbert P.H,0.0,0.9,0.1,1.07,8.15,1.09,10.05,1.11,10.0,-0.018018018018018032,0.004975124378109523
Garcia-Lopez G.,Federer R.,1.0,0.09,0.91,5.73,1.13,6.58,1.17,11.11,1.1,-0.4077407740774077,0.05982905982905969
Tsonga J.W.,Carreno Busta P.,0.0,0.83,0.17,1.33,3.26,1.36,3.7,1.2,5.88,0.11764705882352951,-0.37074829931972786
Chardy J.,Bautista Agut R.,1.0,0.25,0.75,2.82,1.42,3.05,1.51,4.0,1.33,-0.23750000000000004,0.11920529801324499
Dzumhur D.,Berdych T.,0.0,0.27,0.73,5.79,1.13,7.0,1.17,3.7,1.37,0.4714285714285714,-0.14598540145985414
Kohlschreiber P.,Wawrinka S.,1.0,0.19,0.81,2.87,1.4,3.04,1.47,5.26,1.23,-0.42205323193916344,0.16326530612244897
Paire B.,Sousa J.,0.0,0.52,0.48,1.95,1.82,2.11,1.91,1.92,2.08,0.0900473933649289,-0.0817307692307693
Daniel T.,Thiem D.,1.0,0.06,0.94,6.88,1.1,8.05,1.12,16.67,1.06,-0.5170965806838632,0.05357142857142862
Nadal R.,Bedene A.,0.0,0.97,0.03,1.05,9.52,1.08,12.02,1.03,33.33,0.046296296296296335,-0.6393639363936393
Cuevas P.,Raonic M.,1.0,0.25,0.75,2.84,1.41,3.2,1.48,4.0,1.33,-0.19999999999999996,0.10135135135135129
Goffin D.,Verdasco F.,0.0,0.51,0.49,1.36,3.12,1.43,3.4,1.96,2.04,-0.27040816326530615,0.39999999999999997
Djokovic N.,Vesely J.,1.0,0.9,0.1,1.01,17.05,1.02,28.75,1.11,10.0,-0.08108108108108114,0.6521739130434783
Pouille L.,Gasquet R.,0.0,0.4,0.6,5.17,1.16,6.02,1.19,2.5,1.67,0.5847176079734219,-0.2874251497005988
Lorenzi P.,Monfils G.,1.0,0.13,0.87,6.1,1.12,7.05,1.14,7.69,1.15,-0.08322496749024715,-0.008695652173913052
Granollers M.,Zverev A.,0.0,0.35,0.65,2.89,1.41,3.3,1.46,2.86,1.54,0.13333333333333333,-0.05194805194805199
Dzumhur D.,Raonic M.,1.0,0.2,0.8,4.11,1.23,4.5,1.29,5.0,1.25,-0.1,0.031007751937984523
Murray A.,Paire B.,0.0,0.87,0.13,1.23,4.09,1.28,5.0,1.15,7.69,0.10156250000000008,-0.3498049414824448
Simon G.,Wawrinka S.,1.0,0.32,0.68,2.89,1.41,3.25,1.46,3.12,1.47,0.039999999999999966,-0.00680272108843538
Nadal R.,Thiem D.,0.0,0.88,0.12,1.32,3.33,1.4,3.9,1.14,8.33,0.18571428571428572,-0.531812725090036
Vesely J.,Monfils G.,1.0,0.17,0.83,3.94,1.24,4.45,1.29,5.88,1.2,-0.2431972789115646,0.06976744186046517
Federer R.,Bautista Agut R.,0.0,0.88,0.12,1.19,4.58,1.22,5.25,1.14,8.33,0.06557377049180334,-0.3697478991596639
Goffin D.,Granollers M.,1.0,0.66,0.34,1.22,4.25,1.25,5.0,1.52,2.94,-0.17763157894736842,0.41200000000000003
Tsonga J.W.,Pouille L.,0.0,0.62,0.38,1.33,3.33,1.4,3.59,1.61,2.63,-0.13043478260869576,0.26740947075208915
Raonic M.,Murray A.,1.0,0.24,0.76,3.09,1.37,3.3,1.42,4.17,1.32,-0.2086330935251799,0.07042253521126751
Nadal R.,Wawrinka S.,0.0,0.63,0.37,1.73,2.1,1.82,2.23,1.59,2.7,0.12637362637362637,-0.17407407407407413
Federer R.,Tsonga J.W.,1.0,0.8,0.2,1.32,3.34,1.36,3.73,1.25,5.0,0.08088235294117653,-0.254
Monfils G.,Granollers M.,0.0,0.74,0.26,1.2,4.44,1.25,5.0,1.35,3.85,-0.07407407407407414,0.22999999999999998
Murray A.,Nadal R.,1.0,0.35,0.65,3.08,1.37,3.3,1.44,2.86,1.54,0.13333333333333333,-0.06493506493506498
Monfils G.,Tsonga J.W.,0.0,0.44,0.56,1.74,2.08,1.8,2.2,2.27,1.79,-0.20704845814977973,0.18636363636363643
Monfils G.,Nadal R.,1.0,0.14,0.86,3.79,1.27,4.33,1.31,7.14,1.16,-0.39355742296918766,0.11450381679389322
Donskoy E.,Bagnis F.,0.0,0.33,0.67,2.73,1.43,2.9,1.54,3.03,1.49,-0.042904290429042875,0.03246753246753249
Chung H.,Jaziri M.,1.0,0.48,0.52,1.38,2.99,1.41,3.13,2.08,1.92,-0.3221153846153847,0.3865814696485623
Estrella Burgos V.,Kukushkin M.,0.0,0.65,0.35,2.13,1.69,2.21,1.76,1.54,2.86,0.3031674208144796,-0.3846153846153846
Giraldo S.,Stepanek R.,1.0,0.41,0.59,1.71,2.1,1.76,2.21,2.44,1.69,-0.2786885245901639,0.23529411764705885
Cervantes I.,Skugor F.,0.0,0.75,0.25,1.58,2.33,1.67,2.5,1.33,4.0,0.2035928143712574,-0.375
Bedene A.,Khachanov K.,1.0,0.42,0.58,1.39,2.9,1.43,3.15,2.38,1.72,-0.39915966386554624,0.45396825396825397
Montanes A.,Carballes Baena R.,0.0,0.64,0.36,1.59,2.32,1.74,2.75,1.56,2.78,0.10344827586206894,-0.010791366906474751
Almagro N.,Gabashvili T.,1.0,0.83,0.17,1.33,3.23,1.38,3.45,1.2,5.88,0.13043478260869562,-0.41326530612244894
Zverev A.,Struff J.L.,0.0,0.79,0.21,1.37,3.04,1.42,3.43,1.27,4.76,0.10563380281690135,-0.2794117647058823
Gulbis E.,Fucsovics M.,1.0,0.82,0.18,1.55,2.41,1.59,2.55,1.22,5.56,0.23270440251572333,-0.5413669064748201
Carreno Busta P.,Istomin D.,0.0,0.8,0.2,1.2,4.33,1.23,4.74,1.25,5.0,-0.016000000000000014,-0.051999999999999956
Ram R.,Youzhny M.,1.0,0.15,0.85,4.15,1.22,4.6,1.27,6.67,1.18,-0.31034482758620696,0.07086614173228353
Dodig I.,Cachin P.,0.0,0.92,0.08,1.75,2.05,1.87,2.3,1.09,12.5,0.41711229946524064,-0.816
Munoz De La Nava D.,Granollers M.,1.0,0.08,0.92,3.02,1.37,3.4,1.43,12.5,1.09,-0.728,0.23776223776223768
De Bakker T.,Ymer E.,0.0,0.58,0.42,2.19,1.66,2.35,1.73,1.72,2.38,0.2680851063829788,-0.27310924369747897
Munar J.,Ramos-Vinolas A.,1.0,0.15,0.85,6.96,1.09,9.69,1.11,6.67,1.18,0.3116615067079463,-0.059322033898304954
Dolgopolov O.,Donskoy E.,0.0,0.88,0.12,1.29,3.48,1.32,3.75,1.14,8.33,0.13636363636363646,-0.5498199279711885
Bautista Agut R.,Khachanov K.,1.0,0.23,0.77,1.08,7.58,1.11,9.35,4.35,1.3,-0.7448275862068965,0.8609625668449197
Paire B.,Gabashvili T.,0.0,0.64,0.36,1.55,2.42,1.59,2.55,1.56,2.78,0.018867924528301903,-0.08273381294964029
Estrella Burgos V.,Chardy J.,1.0,0.42,0.58,2.92,1.39,3.35,1.44,2.38,1.72,0.2895522388059702,-0.16279069767441862
Fognini F.,Youzhny M.,0.0,0.48,0.52,1.53,2.47,1.57,2.64,2.08,1.92,-0.24519230769230768,0.27272727272727276
Olivo R.,Jaziri M.,1.0,0.51,0.49,2.24,1.64,2.55,1.74,1.96,2.04,0.2313725490196078,-0.1470588235294118
Zverev A.,Bellucci T.,0.0,0.44,0.56,1.46,2.67,1.53,2.8,2.27,1.79,-0.32599118942731276,0.36071428571428565
Carreno Busta P.,Kohlschreiber P.,1.0,0.64,0.36,2.58,1.49,2.7,1.53,1.56,2.78,0.4222222222222222,-0.4496402877697841
Troicki V.,Fucsovics M.,0.0,0.8,0.2,1.33,3.23,1.42,3.4,1.25,5.0,0.11971830985915488,-0.32
De Bakker T.,Nishikori K.,1.0,0.13,0.87,8.33,1.07,10.44,1.1,7.69,1.15,0.2634099616858237,-0.043478260869565064
Montanes A.,Sousa J.,0.0,0.39,0.61,2.25,1.63,2.35,1.71,2.56,1.64,-0.08203124999999999,0.04093567251461992
Granollers M.,Nadal R.,1.0,0.08,0.92,9.72,1.05,11.75,1.07,12.5,1.09,-0.06,-0.018348623853211024
Kuznetsov An.,Cervantes I.,0.0,0.72,0.28,1.42,2.82,1.46,3.0,1.39,3.57,0.0479452054794521,-0.15966386554621845
Roger-Vasselin E.,Stepanek R.,1.0,0.25,0.75,2.54,1.5,2.75,1.59,4.0,1.33,-0.3125,0.16352201257861634
Lopez F.,Dodig I.,0.0,0.58,0.42,1.5,2.54,1.57,2.7,1.72,2.38,-0.08720930232558134,0.11851851851851862
Ramos-Vinolas A.,Cuevas P.,1.0,0.34,0.66,2.85,1.41,3.11,1.46,2.94,1.52,0.054662379421221846,-0.03947368421052635
Nadal R.,Montanes A.,0.0,0.93,0.07,1.02,14.84,1.03,20.5,1.08,14.29,-0.046296296296296335,0.30292682926829273
Troicki V.,Fognini F.,1.0,0.51,0.49,2.37,1.57,2.5,1.63,1.96,2.04,0.21600000000000003,-0.2009803921568628
Jaziri M.,Zverev A.,0.0,0.32,0.68,4.69,1.18,5.35,1.22,3.12,1.47,0.416822429906542,-0.17006802721088435
Chardy J.,Nishikori K.,1.0,0.19,0.81,5.08,1.16,6.02,1.18,5.26,1.23,0.1262458471760797,-0.040650406504065074
Paire B.,Cuevas P.,0.0,0.61,0.39,2.4,1.55,2.62,1.67,1.64,2.56,0.3740458015267176,-0.34765625000000006
Khachanov K.,Dolgopolov O.,1.0,0.4,0.6,3.32,1.31,3.92,1.4,2.5,1.67,0.3622448979591837,-0.16167664670658685
Kuznetsov An.,Stepanek R.,0.0,0.44,0.56,1.27,3.68,1.3,3.97,2.27,1.79,-0.42731277533039647,0.5491183879093199
Lopez F.,Kohlschreiber P.,1.0,0.42,0.58,3.02,1.37,3.22,1.41,2.38,1.72,0.2608695652173914,-0.18023255813953493
Paire B.,Jaziri M.,0.0,0.68,0.32,1.22,4.17,1.27,4.5,1.47,3.12,-0.13605442176870747,0.30666666666666664
Dolgopolov O.,Nishikori K.,1.0,0.15,0.85,5.35,1.15,6.46,1.18,6.67,1.18,-0.031484257871064465,0.0
Nadal R.,Fognini F.,0.0,0.93,0.07,1.13,5.95,1.17,6.7,1.08,14.29,0.0769230769230768,-0.5311406578026592
Kuznetsov An.,Kohlschreiber P.,1.0,0.31,0.69,2.61,1.48,2.91,1.53,3.23,1.45,-0.09907120743034051,0.05228758169934645
Nishikori K.,Paire B.,0.0,0.83,0.17,1.19,4.6,1.22,5.15,1.2,5.88,0.016393442622950834,-0.12414965986394551
Kohlschreiber P.,Nadal R.,1.0,0.09,0.91,6.11,1.12,7.21,1.15,11.11,1.1,-0.351035103510351,0.043478260869565064
Nadal R.,Nishikori K.,0.0,0.77,0.23,1.37,3.11,1.4,3.5,1.3,4.35,0.07142857142857134,-0.19540229885057464
Rosol L.,Edmund K.,1.0,0.58,0.42,1.83,1.94,1.93,2.05,1.72,2.38,0.1088082901554404,-0.13865546218487398
Pella G.,Ungur A.,0.0,0.75,0.25,1.3,3.48,1.33,4.0,1.33,4.0,0.0,0.0
Linzer M.,Daniel T.,1.0,0.08,0.92,3.75,1.26,4.23,1.3,12.5,1.09,-0.6616,0.1615384615384615
Dzumhur D.,Copil M.,0.0,0.82,0.18,1.35,3.1,1.4,3.43,1.22,5.56,0.12857142857142853,-0.38309352517985606
Lajovic D.,Pouille L.,1.0,0.29,0.71,2.11,1.7,2.25,1.79,3.45,1.41,-0.3478260869565218,0.21229050279329614
Lorenzi P.,Schwartzman D.,0.0,0.49,0.51,1.67,2.17,1.75,2.3,2.04,1.96,-0.14215686274509806,0.1478260869565217
Mannarino A.,Gimeno-Traver D.,1.0,0.54,0.46,3.36,1.31,3.75,1.41,1.85,2.17,0.5066666666666666,-0.3502304147465438
Cecchinato M.,Baghdatis M.,0.0,0.14,0.86,3.34,1.31,3.7,1.34,7.14,1.16,-0.4817927170868347,0.13432835820895533
Arnaboldi A.,Haase R.,1.0,0.36,0.64,2.21,1.65,2.38,1.71,2.78,1.56,-0.1438848920863309,0.08771929824561399
Marchenko I.,Sela D.,0.0,0.41,0.59,1.59,2.32,1.63,2.48,2.44,1.69,-0.33196721311475413,0.3185483870967742
Setkic A.,Verdasco F.,1.0,0.02,0.98,5.94,1.12,7.5,1.17,50.0,1.02,-0.85,0.12820512820512814
Albot R.,Mathieu P.H.,0.0,0.13,0.87,3.0,1.37,3.26,1.41,7.69,1.15,-0.5760728218465541,0.1843971631205674
Dzumhur D.,Cecchinato M.,1.0,0.91,0.09,1.33,3.23,1.37,3.64,1.1,11.11,0.19708029197080293,-0.6723672367236723
Pella G.,Gimeno-Traver D.,0.0,0.61,0.39,1.55,2.4,1.6,2.55,1.64,2.56,-0.02439024390243891,-0.00390625000000009
Karlovic I.,Pouille L.,1.0,0.53,0.47,3.4,1.3,3.64,1.34,1.89,2.13,0.48076923076923084,-0.37089201877934264
Garcia-Lopez G.,Edmund K.,0.0,0.71,0.29,1.53,2.47,1.65,2.58,1.41,3.45,0.14545454545454545,-0.2521739130434783
Marchenko I.,Delbonis F.,1.0,0.14,0.86,4.98,1.16,5.55,1.2,7.14,1.16,-0.2226890756302521,0.03333333333333337
Lorenzi P.,Daniel T.,0.0,0.61,0.39,1.62,2.28,1.67,2.38,1.64,2.56,0.017964071856287442,-0.07031250000000006
Tomic B.,Haase R.,1.0,0.52,0.48,1.79,2.0,1.92,2.11,1.92,2.08,0.0,0.014218009478672893
Verdasco F.,Albot R.,0.0,0.92,0.08,1.21,4.33,1.25,4.7,1.09,12.5,0.12799999999999995,-0.624
Cecchinato M.,Delbonis F.,1.0,0.1,0.9,4.6,1.19,5.2,1.22,10.0,1.11,-0.48,0.09016393442622941
Pouille L.,Lorenzi P.,0.0,0.77,0.23,1.7,2.13,1.8,2.28,1.3,4.35,0.2777777777777778,-0.47586206896551725
Pella G.,Garcia-Lopez G.,1.0,0.39,0.61,2.09,1.73,2.2,1.87,2.56,1.64,-0.14062499999999994,0.12299465240641722
Verdasco F.,Haase R.,0.0,0.69,0.31,1.36,3.11,1.43,3.4,1.45,3.23,-0.013793103448275874,0.04999999999999998
Delbonis F.,Pouille L.,1.0,0.6,0.4,1.45,2.69,1.5,3.0,1.67,2.5,-0.1017964071856287,0.16666666666666666
Verdasco F.,Garcia-Lopez G.,0.0,0.6,0.4,1.57,2.36,1.62,2.53,1.67,2.5,-0.029940119760478938,0.011857707509881346
Pouille L.,Verdasco F.,1.0,0.45,0.55,2.46,1.54,2.58,1.58,2.22,1.82,0.13953488372093018,-0.13186813186813187
Mayer L.,Sousa P.,0.0,0.98,0.02,1.23,4.1,1.28,4.55,1.02,50.0,0.203125,-0.909
Fabbiano T.,Robert S.,1.0,0.18,0.82,2.24,1.63,2.3,1.69,5.56,1.22,-0.5863309352517986,0.2781065088757396
Almagro N.,Silva F.,0.0,0.98,0.02,1.11,6.21,1.14,7.13,1.02,50.0,0.10526315789473675,-0.8573999999999999
Arnaboldi A.,Coric B.,1.0,0.1,0.9,5.04,1.16,5.62,1.2,10.0,1.11,-0.438,0.07499999999999989
Edmund K.,Gimeno-Traver D.,0.0,0.75,0.25,1.78,2.0,1.92,2.19,1.33,4.0,0.30729166666666663,-0.4525
Becker B.,Dutra Silva R.,1.0,0.74,0.26,2.78,1.43,3.1,1.51,1.35,3.85,0.564516129032258,-0.6077922077922078
Garcia-Lopez G.,Berrer M.,0.0,0.78,0.22,1.16,5.15,1.18,6.02,1.28,4.55,-0.07812500000000007,0.2441860465116279
Diez S.,Daniel T.,1.0,0.23,0.77,2.83,1.42,3.0,1.48,4.35,1.3,-0.31034482758620685,0.12162162162162159
Cervantes I.,Munoz De La Nava D.,0.0,0.85,0.15,1.49,2.55,1.54,2.75,1.18,6.67,0.23376623376623382,-0.5877061469265368
Elias G.,Mathieu P.H.,1.0,0.31,0.69,2.1,1.71,2.26,1.8,3.23,1.45,-0.3003095975232199,0.19444444444444448
Lorenzi P.,Ymer E.,0.0,0.72,0.28,1.59,2.33,1.66,2.55,1.39,3.57,0.16265060240963858,-0.28571428571428575
Verdasco F.,Carreno Busta P.,1.0,0.42,0.58,1.91,1.86,2.0,1.91,2.38,1.72,-0.15966386554621845,0.0994764397905759
Garcia-Lopez G.,Robert S.,0.0,0.82,0.18,1.33,3.24,1.36,3.56,1.22,5.56,0.10294117647058831,-0.35971223021582727
Dutra Silva R.,Coric B.,1.0,0.05,0.95,3.78,1.25,4.12,1.3,20.0,1.05,-0.7939999999999999,0.1923076923076923
Kyrgios N.,Cervantes I.,0.0,0.93,0.07,1.25,3.8,1.29,4.11,1.08,14.29,0.16279069767441856,-0.7123862841147656
Edmund K.,Paire B.,1.0,0.33,0.67,2.53,1.51,2.67,1.55,3.03,1.49,-0.11881188118811878,0.038709677419354875
Carreno Busta P.,Daniel T.,0.0,0.88,0.12,1.19,4.54,1.23,5.24,1.14,8.33,0.07317073170731714,-0.3709483793517407
Sousa J.,Almagro N.,1.0,0.31,0.69,2.52,1.51,2.7,1.58,3.23,1.45,-0.1640866873065015,0.08227848101265829
Simon G.,Mathieu P.H.,0.0,0.68,0.32,1.29,3.48,1.33,3.75,1.47,3.12,-0.09523809523809518,0.16799999999999998
Lorenzi P.,Mayer L.,1.0,0.29,0.71,2.55,1.5,2.65,1.56,3.45,1.41,-0.23188405797101455,0.09615384615384624
Paire B.,Garcia-Lopez G.,0.0,0.62,0.38,1.82,1.96,1.91,2.02,1.61,2.63,0.15706806282722505,-0.23193916349809882
Simon G.,Carreno Busta P.,1.0,0.48,0.52,1.48,2.61,1.57,2.75,2.08,1.92,-0.24519230769230768,0.3018181818181818
Almagro N.,Mayer L.,0.0,0.62,0.38,1.57,2.37,1.63,2.6,1.61,2.63,0.012269938650306624,-0.011406844106463804
Coric B.,Kyrgios N.,1.0,0.24,0.76,3.09,1.36,3.75,1.42,4.17,1.32,-0.10071942446043164,0.07042253521126751
Carreno Busta P.,Paire B.,0.0,0.69,0.31,1.95,1.83,2.05,1.96,1.45,3.23,0.2926829268292683,-0.3931888544891641
